"Purchase","ShareLink","Deal01","Deal02","Deal03","Deal04","PQ1","PQ2","PQ3","PV1","PV2","PV3","PC1","PC2","PC3","PC4","FNE1","FNE2","FNE3","FNE4","Spont01","Spont02","Spont03","Spont04","Spont05","Risk01","Risk02","Risk03","Risk04","Risk05","Ratio01","Ratio02","Ratio03","Ratio04","Intuit01","Intuit02","Intuit03","Intuit04","Intuit05","Depend01","Depend02","Depend03","Depend04","Depend05","dGender","YrBirth","IBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSport","dFraternity","dAssoc","dAbroad"
81,46,1,2,3,2,2,3,3,2,4,4,2,4,3,4,4,3,6,2,6,5,6,6,4,3,6,3,3,2,2,3,2,2,3,4,2,5,3,4,3,3,3,5,2,1998,2,74,0,60,60,60,2,1,2,2,2,1,1
62,37,1,2,1,3,3,3,3,3,4,3,3,2,2,1,3,4,4,5,2,2,4,2,2,5,5,4,5,2,5,5,5,5,1,2,2,3,2,2,3,2,2,3,2,1998,2,74,0,0,14,30,2,4,2,1,2,2,2
58,1,1,1,2,1,1,2,2,4,3,5,2,2,3,2,2,6,3,6,6,6,3,6,5,2,6,4,5,3,5,2,2,3,6,5,3,6,3,2,5,2,2,2,1,1998,2,70,12,0,12,7,3,2,2,1,1,2,2
0,0,2,1,4,2,4,5,4,3,3,4,3,2,2,2,5,2,6,2,5,6,6,7,4,1,6,3,5,6,1,1,1,2,2,2,2,5,3,7,7,5,7,7,1,1998,2,5,0,0,10,25,2,1,2,2,2,2,1
72,40,1,2,4,3,3,3,3,1,2,2,6,3,3,3,4,4,6,4,6,6,6,6,3,3,6,5,3,3,3,3,3,3,3,3,2,2,3,4,4,4,3,4,2,1997,2,60,0,0,4,6,1,1,2,1,2,2,1
36,3,2,1,3,1,6,6,2,7,7,7,1,3,1,1,1,7,7,2,5,5,1,7,1,1,6,2,6,7,3,1,2,1,3,1,1,2,2,6,6,3,5,7,2,1998,2,84,20,5,20,20,3,1,2,2,2,2,2
0,0,2,2,3,3,2,6,3,3,3,4,2,5,6,2,7,1,7,1,6,5,7,4,5,1,6,4,6,2,1,2,1,1,3,4,1,4,1,6,5,3,5,4,1,1997,2,50,0,0,5,50,2,1,2,2,2,1,1
10,1,1,1,1,2,1,2,4,6,4,7,3,3,2,2,3,5,6,4,5,6,4,4,4,2,5,2,3,3,2,2,2,1,2,2,2,3,2,2,6,2,3,3,2,1998,2,70,10,0,14,30,3,2,2,2,2,2,1
93,60,1,1,3,3,2,1,3,2,3,3,2,2,1,1,2,4,7,4,4,3,3,4,3,2,3,4,1,1,1,4,2,1,3,2,1,5,3,2,1,2,2,4,1,1998,2,90,0,0,14,30,2,1,2,1,2,2,1
65,40,2,1,1,1,2,2,3,2,3,4,1,2,2,3,2,6,4,4,6,5,2,6,5,2,3,2,3,5,2,1,2,2,5,5,2,5,5,5,6,3,5,4,1,1997,2,76,0,0,10,15,5,3,2,1,2,2,1
80,78,1,1,4,3,4,2,3,2,2,1,4,2,5,4,7,7,6,1,5,3,4,4,3,5,6,4,5,3,3,2,3,4,3,3,2,4,3,4,4,4,2,5,1,1997,2,69,0,0,8,6,2,3,2,1,1,2,1
10,1,1,2,2,2,5,5,5,6,4,6,5,6,5,5,2,3,4,3,5,6,5,5,5,5,6,5,6,3,2,2,3,3,5,5,5,4,4,7,4,6,5,5,1,1994,2,75,20,0,15,20,4,1,1,2,2,1,1
5,2,2,2,2,1,2,4,4,4,2,4,3,3,2,3,1,7,3,7,3,1,1,3,2,3,1,1,2,3,2,4,4,2,2,2,3,1,2,3,4,2,2,1,2,1997,2,60,10,0,5,30,1,3,2,2,2,1,1
91,30,1,1,4,2,2,2,2,1,1,1,3,3,2,2,2,6,3,5,5,4,2,5,3,5,6,3,6,2,3,4,3,3,3,3,2,2,3,4,4,1,2,4,1,1997,2,75,2,0,8,16,2,1,2,1,2,2,2
20,1,2,2,3,3,2,3,3,2,3,2,4,3,5,5,2,6,3,5,5,5,3,5,3,3,6,2,3,5,2,2,2,2,3,3,2,4,3,2,2,2,2,3,2,1998,2,61,2,4,15,5,2,1,2,1,2,1,1
0,10,2,1,3,3,3,6,5,3,4,3,3,2,2,2,3,5,6,5,5,5,5,5,4,5,6,2,3,3,3,2,2,2,3,5,2,2,3,3,2,1,2,3,1,1997,2,65,15,6,14,20,3,1,2,2,2,1,1
50,61,1,2,2,1,3,5,4,4,5,4,3,3,3,2,3,5,4,4,2,3,2,3,3,3,4,5,3,2,2,3,2,1,2,3,1,2,2,3,3,2,3,2,2,1997,2,66,0,0,15,35,2,1,2,2,2,2,1
21,11,2,1,2,3,6,6,5,4,3,5,3,3,5,6,3,5,6,3,7,7,6,7,6,2,5,2,5,5,1,1,2,3,5,5,3,7,4,5,5,3,3,5,2,1998,2,80,5,20,5,8,2,3,2,2,2,1,2
10,20,2,2,1,1,3,5,4,6,5,4,3,2,2,2,3,5,6,4,7,7,6,7,5,3,3,1,1,6,2,2,2,2,6,4,2,2,4,4,2,3,4,4,1,1998,2,82,0,0,5,35,2,1,2,2,2,2,1
61,8,2,2,4,2,3,6,4,2,2,2,3,3,3,3,6,3,4,4,4,4,5,4,3,4,5,5,5,3,4,4,3,2,3,4,2,3,4,3,3,3,3,3,1,1995,2,70,0,0,7,10,2,1,2,2,2,2,1
20,5,2,2,4,1,3,5,3,5,6,6,1,2,2,2,3,3,5,3,3,3,3,3,1,3,3,1,3,5,3,3,3,1,2,3,2,4,2,6,7,1,3,2,2,1996,2,80,0,0,10,30,2,2,2,2,2,1,1
87,55,1,2,1,2,2,2,3,2,1,5,1,1,1,1,2,5,7,5,4,3,3,3,3,3,6,4,4,5,1,3,3,2,3,2,1,3,2,4,1,2,2,4,2,1998,2,55,0,4,16,29,2,4,2,2,2,1,1
90,0,2,1,4,2,2,2,4,1,1,1,3,2,2,1,7,1,7,1,4,3,3,5,2,2,6,3,6,3,1,3,1,1,3,3,3,4,4,2,2,3,2,3,2,1997,2,80,0,0,12,20,2,1,2,1,2,2,1
81,60,1,1,3,3,3,3,3,1,4,2,4,4,3,3,1,6,2,7,5,6,5,5,3,2,6,1,3,5,2,3,3,2,6,5,2,5,5,3,2,1,3,3,2,1997,2,70,12,0,8,25,2,1,2,1,2,2,1
27,1,1,2,4,2,6,6,3,2,3,2,1,1,1,1,2,6,3,6,4,4,4,4,3,5,7,5,5,5,3,3,2,2,3,3,2,5,2,6,6,3,3,3,2,1996,2,80,10,0,10,30,2,1,2,2,2,2,1
59,1,1,1,3,1,5,3,3,2,3,2,1,1,1,1,2,7,2,6,4,4,3,2,3,2,5,2,3,5,4,5,4,3,2,3,1,2,2,3,2,1,3,3,2,1999,2,79,0,4,15,30,2,1,2,2,2,2,1
39,0,1,2,4,3,3,2,3,2,6,2,5,1,6,3,6,6,6,5,6,4,7,7,2,6,6,3,2,4,3,4,3,2,2,4,3,3,3,6,6,2,3,5,2,1205,2,67,10,0,12,10,2,1,2,2,2,2,1
75,1,1,1,4,1,5,4,5,2,3,3,5,5,5,3,6,4,6,7,5,5,6,6,2,3,5,2,2,6,2,3,4,1,4,2,2,6,4,6,6,5,5,6,1,1997,2,60,8,0,6,28,2,1,2,2,2,2,1
20,20,1,1,2,1,2,4,3,3,2,3,6,4,6,5,1,6,2,6,4,5,4,4,5,3,6,4,6,3,2,3,4,3,5,6,3,5,5,4,3,3,3,5,1,1997,2,75,4,25,8,70,4,2,2,2,2,1,2
82,86,2,2,2,3,2,2,4,2,2,2,1,1,1,1,5,2,6,2,5,5,5,5,5,3,6,3,3,2,3,3,2,3,3,3,2,3,2,3,5,3,2,3,2,1998,2,70,0,2,18,30,2,1,2,2,2,2,2
58,0,2,2,1,2,5,4,5,3,4,4,6,1,3,1,1,7,2,7,5,4,5,6,3,5,6,3,5,5,3,2,2,3,3,3,3,6,2,6,6,1,4,2,1,1997,2,40,0,0,8,4,1,1,2,1,2,1,2
40,30,2,1,1,3,4,3,2,5,4,4,2,2,3,3,2,6,4,5,5,4,3,3,2,5,5,3,5,3,5,4,3,4,3,3,2,3,3,5,4,2,2,5,2,1996,2,70,11,10,8,15,2,1,2,1,1,2,1
82,0,2,2,3,1,2,2,2,2,2,4,3,3,5,5,3,5,5,5,6,5,3,5,3,4,3,2,3,4,3,2,2,3,6,3,2,5,5,6,5,2,3,5,1,1996,2,80,5,5,12,18,2,1,2,2,2,1,1
13,2,2,1,3,2,3,3,3,2,2,3,2,2,2,2,3,5,7,5,6,5,3,6,1,4,5,2,2,6,2,2,2,1,5,3,1,4,3,5,5,2,3,3,2,1998,2,50,0,10,12,20,2,1,2,2,2,2,1
85,9,1,2,3,2,2,2,2,1,1,1,2,2,6,6,2,6,6,6,3,2,3,3,2,2,6,3,6,2,2,2,2,1,3,3,3,4,3,3,2,2,2,3,2,1998,2,75,4,3,15,30,2,3,2,1,2,2,1
75,30,2,1,4,1,3,3,3,2,1,1,1,1,1,1,2,6,5,6,3,3,2,4,4,4,6,3,2,2,4,3,4,3,2,2,2,3,4,1,1,2,1,2,2,1996,2,73,0,0,12,15,2,1,2,2,2,2,1
75,10,2,1,2,3,3,2,4,3,3,4,3,3,3,3,4,3,5,3,5,3,3,3,3,3,6,3,3,3,3,2,3,2,3,3,3,3,3,3,4,3,3,3,2,1998,2,90,0,10,10,40,1,1,2,2,2,1,1
20,5,1,1,3,2,4,5,4,2,2,2,3,6,6,3,3,5,7,5,6,6,4,6,3,1,6,3,3,3,2,1,2,2,3,3,4,6,3,4,2,1,1,3,1,1998,2,15,0,0,5,20,2,1,2,1,2,2,1
74,2,2,2,1,1,3,3,3,3,4,3,2,2,3,4,1,6,2,6,5,5,5,5,2,3,6,2,4,3,2,4,2,2,2,2,2,3,2,4,3,1,3,4,2,1996,2,80,5,0,14,40,4,2,2,2,2,1,1
62,4,1,2,1,2,3,3,3,2,2,3,2,4,3,2,1,7,2,7,5,6,2,5,3,2,5,2,2,6,2,2,2,2,4,5,2,4,4,2,2,1,3,2,1,1997,2,50,0,10,10,15,2,1,2,2,1,2,2
46,29,2,2,3,1,3,4,4,4,3,3,7,7,7,7,1,7,3,5,5,5,1,5,1,3,4,1,5,3,2,1,1,2,3,3,1,3,3,3,3,5,1,1,1,1998,2,49,0,0,0,0,5,1,2,2,2,2,1
67,3,1,2,2,3,1,2,2,3,2,2,2,6,4,3,1,6,4,5,6,5,3,7,4,5,7,3,2,6,3,2,3,5,2,2,3,2,2,5,7,2,1,3,1,1998,2,86,20,15,5,5,2,3,2,2,2,1,2
77,21,1,1,4,2,2,2,2,1,1,3,5,5,5,2,1,6,3,6,2,2,1,1,2,5,7,2,3,3,2,3,3,3,2,2,2,3,1,4,3,1,4,2,2,1997,2,76,9,6,10,15,1,3,2,1,1,1,1
89,1,1,2,4,1,2,2,4,2,2,3,2,2,2,2,2,6,4,6,5,4,5,6,4,3,5,5,5,3,2,3,3,2,4,5,2,3,4,5,5,3,3,5,1,1998,2,81,0,0,5,3,2,1,2,1,2,2,1
5,0,1,1,2,1,3,3,3,6,6,7,6,6,6,6,2,6,3,5,3,3,1,5,3,6,5,6,6,1,5,2,5,2,1,2,2,5,2,7,7,5,5,7,1,1996,2,60,0,0,10,20,2,1,2,2,2,2,1
25,19,2,1,2,3,3,3,2,3,4,6,3,3,4,3,6,3,6,2,3,3,3,3,4,6,7,5,3,5,3,5,3,3,2,3,2,6,3,5,3,3,2,5,1,1998,2,65,8,0,5,7,2,1,2,1,2,1,2
55,20,2,2,4,2,2,2,3,2,1,4,2,2,3,2,2,5,3,5,4,3,3,3,2,2,6,1,3,3,1,2,2,2,3,4,2,3,3,5,3,1,2,2,2,1998,1,90,10,0,13,5,3,3,2,2,2,1,2
14,1,2,1,1,3,3,2,4,3,2,6,3,6,3,3,4,3,7,1,4,7,2,6,6,3,6,2,3,3,2,2,2,3,5,6,2,7,7,7,6,3,2,2,1,1996,1,76,10,1,10,4,1,3,2,2,1,2,2
81,13,1,2,3,2,2,2,2,2,1,1,2,1,1,1,1,7,3,6,6,5,5,4,2,1,6,3,1,6,1,2,1,1,3,2,1,3,1,2,2,2,2,1,2,1998,2,41,3,0,6,15,2,1,2,1,2,2,1
13,8,1,1,3,2,3,4,4,3,3,3,2,3,2,3,2,7,3,6,7,5,3,5,4,3,6,2,2,7,2,1,3,1,2,2,2,5,2,6,5,4,4,6,1,1998,2,91,0,10,15,20,2,2,2,1,1,1,1
81,92,2,2,3,2,3,3,4,1,6,1,3,2,3,2,2,6,3,5,3,2,3,5,3,2,7,6,6,2,2,2,2,3,2,3,1,2,1,6,6,5,3,6,1,1997,2,80,15,0,0,40,2,3,2,2,2,2,1
8,7,2,1,3,1,4,6,6,5,2,5,2,2,2,2,1,7,2,7,4,4,4,5,3,3,6,4,6,2,3,3,3,3,3,5,4,5,3,4,4,3,3,6,1,1995,2,77,0,3,25,30,2,1,2,1,1,1,1
60,1,1,1,2,1,4,4,5,3,4,6,3,3,5,3,2,6,5,4,5,3,4,3,3,3,7,1,6,5,3,1,2,1,5,3,3,2,3,5,4,3,3,4,1,1997,2,60,16,8,8,4,2,2,2,2,2,1,1
85,0,2,1,4,3,3,6,3,2,1,1,5,5,5,5,3,5,3,5,6,6,5,6,3,3,7,5,5,2,3,2,3,2,5,3,4,5,3,4,2,2,2,3,1,1997,2,85,0,5,10,15,2,1,2,2,2,1,1
9,8,1,1,1,1,3,5,4,6,6,6,2,2,2,2,2,6,2,6,6,6,6,6,4,5,6,3,3,4,2,2,3,3,4,4,2,3,4,6,4,2,3,3,1,1996,2,65,0,0,15,40,2,1,2,2,2,1,1
8,0,2,1,1,2,5,6,3,3,3,3,2,2,2,3,1,7,3,5,7,6,6,7,5,2,6,3,3,4,4,1,2,2,3,3,3,3,3,3,2,1,2,3,1,1997,2,59,0,0,10,60,2,4,2,2,2,1,1
82,57,1,2,2,3,3,2,3,2,2,3,1,3,3,2,3,3,3,3,2,2,2,2,2,2,5,3,3,2,2,2,3,2,3,2,2,3,2,3,5,2,3,3,1,1997,2,90,0,3,12,12,1,1,2,2,2,1,1
40,7,2,2,2,3,5,6,6,3,2,2,6,3,3,5,3,5,5,5,5,5,3,6,2,3,3,2,2,5,5,3,3,3,3,3,2,4,2,5,2,2,3,3,1,1998,1,72,10,0,16,4,3,1,2,1,2,2,2
80,23,1,1,4,1,2,3,4,1,2,1,2,2,3,2,2,6,3,3,4,4,4,5,4,4,6,4,5,3,3,5,3,2,3,3,3,3,3,3,3,2,2,4,1,1995,2,82,0,3,16,24,4,1,2,1,2,1,1
0,0,2,2,1,2,2,2,2,6,7,6,6,6,6,6,6,2,6,2,3,6,5,3,5,6,6,3,3,3,3,3,2,4,5,3,2,5,2,5,3,6,5,3,1,1997,1,84,10,0,14,25,1,2,2,2,1,2,2
11,15,1,2,1,2,1,1,7,6,4,6,5,6,2,3,1,7,1,6,6,5,5,5,5,1,7,3,3,3,6,4,1,1,3,4,2,5,3,1,1,2,1,2,2,1998,2,70,0,0,12,20,2,2,2,1,2,2,1
2,1,1,2,2,1,4,5,4,7,4,7,1,1,1,1,1,7,1,7,1,1,1,1,1,5,3,1,1,3,6,5,1,3,1,3,1,3,3,3,3,5,5,3,1,1998,2,40,0,0,7,20,2,1,2,2,2,2,2
25,25,2,2,4,3,6,7,6,2,2,2,6,6,2,3,2,6,3,5,6,6,6,7,4,2,3,2,4,6,1,1,1,1,3,4,2,6,3,2,2,2,2,3,1,1997,2,80,0,0,15,20,2,3,2,1,2,2,1
100,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,7,3,6,6,6,5,6,3,1,5,1,3,3,1,2,1,2,1,2,1,2,1,2,5,2,2,2,1,1992,2,86,0,0,12,20,2,3,1,1,1,2,1
60,10,2,1,4,2,1,1,2,3,2,2,3,5,3,4,4,5,4,4,5,6,5,6,3,4,7,5,6,3,3,3,2,2,3,3,1,2,2,2,6,2,1,2,2,1998,1,86,16,4,3,3,3,3,2,1,2,2,2
6,0,1,1,2,3,3,2,2,2,6,4,2,2,2,2,2,2,3,6,4,5,4,6,3,2,7,4,4,5,2,2,3,2,2,3,2,6,2,6,6,5,5,5,1,1998,1,65,8,0,18,22,3,3,2,2,2,2,2
5,1,2,1,1,3,4,6,6,6,2,5,3,2,2,2,3,5,4,3,4,3,2,3,3,3,5,5,4,3,2,2,3,2,2,2,2,4,3,5,4,3,2,5,1,1998,2,70,4,0,8,30,3,2,2,2,2,2,2
65,15,1,1,4,2,2,5,3,2,1,1,3,3,3,3,3,5,3,5,6,6,5,6,5,2,6,5,3,5,2,2,2,2,3,5,2,5,3,2,2,2,2,5,1,1995,2,70,8,0,0,40,2,1,2,2,2,2,1
13,0,1,2,3,2,5,5,4,2,2,5,2,2,3,2,2,5,5,5,5,3,2,3,3,6,6,3,5,4,3,3,4,3,3,3,1,3,1,6,4,2,3,2,1,1997,2,72,0,0,6,30,2,1,2,2,1,2,1
81,42,2,1,2,3,3,3,3,2,3,3,5,4,5,3,2,5,3,5,7,6,6,6,6,4,5,2,3,6,2,2,1,2,6,4,4,5,4,3,1,3,1,1,1,1996,2,96,0,20,20,30,2,1,2,2,2,1,1
14,34,2,2,1,1,4,2,3,6,6,7,3,3,3,5,2,6,2,6,5,6,4,7,4,2,5,2,4,3,3,2,2,2,4,4,1,6,3,6,5,2,4,6,1,1992,2,75,0,0,8,30,5,3,1,2,2,2,1
12,40,2,2,2,1,2,3,3,2,3,2,3,3,3,4,1,6,6,6,6,5,5,5,4,6,6,2,2,5,2,3,4,3,4,4,3,4,2,3,4,3,3,4,2,1998,1,35,2,0,4,32,3,2,2,1,2,2,2
20,10,1,1,1,1,2,3,3,5,6,6,2,3,2,2,2,5,3,5,5,5,5,5,3,3,6,3,5,1,3,3,2,3,3,3,2,2,3,3,3,1,2,5,2,1997,2,75,5,15,10,20,2,2,2,1,2,2,2
75,0,2,2,3,2,2,5,2,2,2,2,2,2,2,2,2,7,2,7,6,6,6,6,2,4,7,2,5,2,2,2,2,2,2,2,2,6,2,6,6,2,2,2,1,1995,1,80,0,0,10,15,1,1,2,1,1,1,2
43,22,1,1,3,2,4,5,3,3,2,2,3,4,4,4,5,3,6,3,3,3,5,3,4,3,6,3,6,3,2,2,2,3,3,2,3,3,3,4,3,3,3,4,1,1996,1,70,0,0,3,3,1,1,2,1,1,2,2
65,35,1,1,1,3,2,2,2,3,4,5,5,3,6,5,2,5,4,5,3,3,6,4,3,3,6,4,6,2,2,3,4,3,3,3,3,3,4,3,2,2,3,2,2,1998,2,65,16,0,14,10,2,1,2,1,2,2,2
70,1,2,2,4,3,5,4,5,3,3,3,5,5,3,3,3,5,3,5,5,6,5,5,3,2,6,5,5,2,3,2,2,2,5,3,2,4,3,5,2,3,2,5,1,1998,2,80,3,8,14,5,2,1,2,1,2,1,2
48,1,1,1,1,1,3,2,2,2,4,2,2,4,2,1,3,5,3,5,2,3,6,2,2,2,6,3,5,6,1,5,4,2,2,2,1,2,2,6,5,2,3,4,1,1997,2,85,0,0,12,25,2,1,2,2,2,2,1
71,1,2,2,1,3,5,5,5,3,3,4,3,5,3,2,3,5,3,5,5,5,4,6,2,5,5,5,5,2,3,5,6,3,1,1,1,3,1,5,5,3,3,5,2,1998,2,85,8,20,10,5,4,1,2,2,2,1,1
25,0,2,1,1,2,5,6,6,6,2,5,2,3,2,1,4,4,4,3,3,6,5,6,4,3,3,2,5,2,2,2,2,1,2,2,2,5,3,3,3,2,3,3,2,1997,2,70,0,20,13,27,2,1,2,1,2,1,1
52,1,1,2,1,1,2,3,3,5,7,6,2,2,3,2,7,7,7,1,3,3,2,4,2,4,7,6,3,5,4,2,1,2,2,2,1,2,1,6,4,3,3,5,1,1998,1,79,12,0,15,12,3,2,2,1,2,2,2
71,10,1,2,3,1,4,3,4,2,2,2,2,2,2,2,6,6,7,2,6,6,4,6,3,2,6,6,6,2,1,3,2,2,3,3,2,4,3,6,6,6,6,6,2,1992,2,81,18,0,8,15,4,1,1,2,2,2,1
24,5,1,2,4,3,4,6,4,3,5,6,6,6,6,6,4,4,4,4,6,4,4,5,3,3,4,2,3,4,4,4,3,3,3,4,3,4,4,3,4,1,3,2,1,1997,1,71,10,0,11,10,3,3,2,1,2,2,2
75,1,1,1,4,3,5,5,5,2,2,1,2,4,3,3,1,7,1,7,5,6,6,6,3,2,3,1,3,4,2,1,2,2,3,2,2,4,3,3,2,1,3,3,2,1998,1,81,12,0,15,25,2,1,2,2,2,2,2
35,60,2,1,2,2,4,5,5,2,3,3,4,3,3,4,3,5,4,3,6,5,6,5,5,3,3,4,3,4,2,2,2,2,4,4,4,4,3,4,3,3,4,4,1,1997,2,60,4,6,10,20,2,1,2,1,2,1,1
36,35,1,1,3,1,3,4,4,2,2,2,2,3,3,3,1,7,2,7,6,6,6,6,5,2,5,2,2,6,4,2,1,2,3,3,2,6,3,3,2,3,2,3,1,1997,2,63,0,0,10,16,2,1,2,2,2,2,1
3,12,2,1,4,2,5,6,3,2,2,3,6,6,5,2,2,6,2,6,6,6,6,3,3,2,5,6,5,3,2,6,3,2,5,5,2,2,4,4,5,2,3,3,2,1998,2,72,8,4,12,10,1,1,2,1,1,1,2
90,0,1,2,2,3,3,3,4,1,1,3,2,5,4,2,2,5,4,6,2,6,2,2,4,2,5,3,5,3,2,3,2,2,2,3,2,2,2,2,2,3,3,2,1,1998,2,30,20,0,2,30,2,1,2,1,2,2,1
80,50,2,2,3,1,3,5,5,1,3,4,3,5,4,5,6,2,6,2,4,3,4,5,4,2,6,2,5,4,3,5,4,4,3,3,3,4,3,5,3,3,3,3,2,1997,1,70,6,1,12,10,3,4,2,1,2,2,1
15,0,1,1,2,3,2,5,2,3,5,6,6,6,6,5,6,2,7,2,5,5,3,1,2,3,3,2,3,3,3,2,3,3,1,2,2,2,3,2,2,2,2,2,2,1998,2,79,13,3,12,6,2,1,2,2,2,2,2
90,1,1,2,4,2,2,2,2,1,1,1,3,3,3,2,3,6,6,3,3,3,2,3,2,5,6,3,5,3,4,4,3,2,2,2,2,2,2,5,2,2,2,3,1,1998,2,35,0,10,6,20,2,2,2,2,2,1,2
10,0,2,2,1,3,6,6,6,4,5,7,6,3,3,3,3,5,5,5,5,3,3,5,4,3,7,3,5,2,2,2,3,2,3,3,1,4,3,2,1,2,2,3,2,1991,2,100,0,0,12,20,2,3,1,2,2,2,1
21,9,2,1,3,2,2,5,5,6,6,6,5,5,6,6,2,6,2,6,6,6,5,6,6,2,6,3,3,2,2,1,1,2,6,3,2,6,2,3,3,2,2,6,2,1998,2,89,6,10,12,50,4,3,2,2,2,2,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,4,1,1,2,3,3,2,2,2,2,3,5,5,5,5,2,6,3,5,5,3,5,3,3,5,4,4,5,3,3,3,3,3,3,2,2,4,4,6,6,4,4,3,2,1996,1,71,4,0,8,4,2,1,2,1,2,2,2
0,9,2,1,1,2,3,3,3,2,2,3,5,2,2,2,2,7,4,4,5,5,3,3,2,3,6,1,3,2,5,2,2,2,4,2,3,4,2,6,3,4,5,6,2,1997,2,70,2,0,12,10,2,1,2,2,2,2,1
19,1,2,1,2,3,3,3,3,2,2,2,1,3,3,1,1,7,3,6,5,6,5,5,2,3,6,1,3,3,4,3,3,3,2,2,1,1,2,3,2,2,2,1,1,1998,2,80,3,1,10,20,1,2,2,1,2,1,2
35,1,1,2,3,1,3,4,2,3,4,5,3,3,5,3,1,6,2,6,3,2,5,2,4,3,5,4,5,3,3,3,3,2,4,3,3,4,4,1,5,2,2,2,2,1995,2,55,16,0,5,3,2,3,2,1,2,2,1
30,20,1,1,4,1,5,4,2,6,2,2,3,4,6,6,6,2,6,2,4,5,5,6,3,4,5,2,4,6,3,2,2,3,5,3,4,6,5,6,1,2,2,2,1,1998,1,70,0,5,15,25,3,3,2,1,2,2,2
47,0,2,2,2,2,2,3,3,4,2,2,2,1,1,1,1,6,2,6,5,5,3,5,2,2,3,2,3,3,2,3,2,2,4,3,2,3,2,2,2,2,2,3,1,1977,1,66,15,0,6,7,1,1,2,2,1,1,2
61,20,1,2,2,1,2,3,3,3,2,2,5,3,3,3,1,6,2,6,2,3,3,5,2,6,4,3,2,6,1,5,5,5,2,2,2,2,1,3,2,1,2,3,2,1997,2,60,0,0,10,20,1,2,2,2,2,2,1
0,0,1,1,1,2,2,3,4,6,4,6,2,2,2,2,2,7,2,6,6,4,3,5,3,2,6,2,4,3,3,2,2,2,2,2,2,5,2,2,2,2,2,2,1,1998,2,65,12,0,10,30,2,1,2,1,2,1,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0,1,1,3,3,4,3,4,1,1,2,3,3,2,2,3,5,6,4,6,6,6,6,5,4,6,3,6,2,2,3,2,2,3,3,5,5,4,6,5,2,5,5,1,1997,2,75,0,0,8,16,2,1,2,1,2,2,1
66,0,2,2,3,2,2,2,3,4,2,2,5,3,6,3,1,7,1,7,4,2,6,1,2,1,2,1,1,7,1,4,1,3,3,4,3,1,3,1,1,1,2,1,1,1998,1,65,9,0,10,15,3,3,2,1,2,2,2
89,40,1,2,4,3,3,3,3,2,2,2,4,4,4,3,4,3,4,3,3,3,3,3,4,2,3,3,3,3,3,2,3,3,2,2,3,3,3,5,4,3,5,4,2,1998,2,75,0,6,12,6,2,1,2,2,2,2,2
81,NA,1,2,3,NA,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
