game_id,mean_user,vol_user,mean_critic,vol_critic,ESRB_rating,genre,weekend_release,major_studio,multiplayers,vol_mods
3457,56,5,58,4,3,2,1,1,0,0
2772,64,7,49,10,3,1,0,1,0,0
2527,80,30,85,10,1,3,0,1,0,0
3853,81,9,61,4,3,5,0,1,0,0
2113,87,287,79,26,3,3,0,1,0,0
4200,85,4708,88,76,4,1,0,1,1,0
713,83,37,86,16,1,3,0,1,0,0
3081,62,5,44,4,1,5,1,1,0,0
3900,79,146,80,26,4,1,0,1,0,0
242,80,79,74,27,4,1,1,1,0,0
69,80,26,74,8,3,3,0,1,0,0
964,63,7,63,15,3,1,0,1,0,0
1181,34,80,40,15,4,2,0,1,0,0
2396,43,79,64,24,3,3,0,1,1,0
982,79,7,79,8,3,1,0,1,0,0
155,56,155,55,19,4,2,0,1,1,0
4649,79,9,83,10,1,5,0,1,0,0
3446,64,53,62,32,3,1,0,1,0,0
259,58,4,65,7,2,2,1,1,0,0
2677,73,19,73,11,3,4,0,1,0,0
2679,84,117,84,24,3,4,0,1,0,0
2680,79,89,78,24,3,4,0,1,0,0
4038,80,62,64,17,3,2,0,1,1,0
3212,34,76,79,23,1,3,0,1,0,0
1651,87,31,77,14,1,5,0,1,0,0
156,12,122,19,12,5,2,0,1,0,0
1024,68,28,66,13,3,3,1,1,0,0
1165,74,52,80,24,3,3,1,1,0,0
3209,86,143,74,22,1,3,0,1,0,0
4199,88,1246,81,50,4,1,0,1,1,0
4205,85,1917,86,30,4,1,0,1,1,0
2678,71,73,73,15,3,4,0,1,0,0
312,84,16,65,27,3,3,0,1,0,0
313,73,10,82,14,4,5,0,1,0,0
4471,82,104,86,27,4,1,0,1,0,0
3215,21,74,43,7,1,3,0,1,0,0
3214,89,201,80,12,1,3,1,1,0,0
3845,56,50,25,6,3,1,0,1,0,0
3305,79,10,78,5,1,5,1,1,0,0
981,75,18,56,7,3,1,0,1,0,0
3346,63,12,61,16,3,1,0,1,0,0
1340,75,13,77,4,3,4,0,1,0,0
2675,66,599,82,46,3,4,0,1,1,0
2534,69,9,77,13,1,3,0,1,0,0
678,56,79,59,19,1,3,0,1,0,0
3776,26,15,26,7,1,2,0,1,0,0
2506,65,13,69,11,5,1,0,1,0,0
4165,58,4,67,19,1,5,0,1,0,0
4156,78,77,71,24,3,4,0,1,0,0
2763,84,13,63,13,3,3,0,1,1,0
3556,69,50,48,12,4,1,0,1,0,0
288,73,4,74,8,1,5,0,1,0,0
2330,83,14,68,17,3,3,0,1,0,0
2544,75,11,66,10,1,5,0,1,0,0
1984,83,410,85,41,4,2,0,1,1,0
2191,77,69,71,17,5,3,0,0,0,8
1679,68,132,58,16,4,1,1,0,0,0
1624,65,355,58,23,4,4,0,0,0,0
3915,57,35,55,7,4,2,0,0,0,0
704,64,42,66,28,2,4,0,0,0,0
1185,69,32,78,6,1,5,1,0,0,0
3162,15,69,26,7,3,1,0,0,0,0
61,74,79,69,26,3,2,0,0,0,0
3921,81,39,73,15,3,2,0,0,1,0
3196,78,126,74,17,2,1,0,0,0,0
952,43,198,51,59,4,2,0,0,0,0
3851,85,167,68,33,5,2,0,0,0,0
4759,74,133,61,33,3,2,0,0,0,0
3216,75,29,68,19,3,1,0,0,0,0
554,58,43,61,12,3,1,0,0,0,0
1064,67,10,51,7,5,1,0,0,1,0
4527,70,24,59,5,5,1,0,0,1,90
2078,78,19,66,4,5,1,0,0,1,0
261,76,59,65,21,5,3,1,0,1,0
4220,76,44,64,13,3,5,0,0,0,0
2794,70,23,74,4,5,1,0,0,0,0
1560,68,8,61,4,5,1,1,0,1,0
1952,54,17,65,4,5,1,1,0,1,2900
29,56,12,64,4,5,1,0,0,0,0
2770,72,11,66,10,5,1,0,0,0,0
3888,78,24,81,20,5,1,0,0,0,0
3553,68,23,61,4,5,1,0,0,0,0
2708,65,61,75,11,1,2,0,0,0,0
2433,83,6,67,6,5,2,0,0,0,0
4077,45,53,44,8,5,1,1,0,0,0
198,76,31,69,4,3,1,1,0,1,0
958,61,19,53,4,5,1,1,0,0,0
975,76,57,70,24,3,2,1,0,1,0
4757,73,11,57,4,5,1,0,0,0,0
807,81,31,72,4,5,2,1,0,1,0
916,81,80,82,12,5,1,0,0,0,0
921,73,120,73,23,4,1,0,0,0,0
918,74,178,82,19,3,1,0,0,0,0
3826,79,133,77,4,3,1,0,0,1,0
1769,65,14,69,7,3,5,1,0,1,0
2613,66,86,61,4,3,1,0,0,0,0
438,58,6,68,6,5,3,0,0,0,0
1677,69,42,73,18,3,1,0,0,0,0
3166,79,7,67,8,4,1,0,0,0,0
2832,66,18,78,17,1,1,0,0,1,0
1156,76,99,85,9,3,1,1,0,0,0
1973,48,16,63,23,5,2,0,0,1,0
915,72,2425,91,36,3,1,0,0,0,0
1654,78,81,75,31,5,1,0,0,0,0
1157,73,64,78,6,3,1,0,0,0,0
2998,71,447,83,48,1,5,0,0,0,0
978,68,39,78,11,3,1,0,0,1,0
2999,69,143,84,25,1,5,0,0,1,0
2765,59,47,62,4,3,1,1,0,1,0
922,83,184,82,22,4,1,0,0,0,0
920,85,2715,89,56,4,1,0,0,0,0
3782,76,39,61,7,3,1,1,0,1,0
3151,50,31,68,8,1,5,1,0,0,0
3820,80,197,80,18,3,1,0,0,1,0
3837,67,219,82,19,3,1,0,0,1,0
4569,46,47,52,20,5,4,1,0,1,0
919,74,341,79,8,3,1,0,0,0,0
1678,66,18,76,11,3,5,1,0,0,0
3909,79,14,78,11,5,2,0,0,1,0
2079,63,4,47,5,5,1,0,0,0,0
1310,75,58,75,4,5,4,0,0,0,0
1311,67,26,67,5,5,4,1,0,0,0
1743,76,7,49,5,5,3,1,0,1,0
4219,55,11,49,9,5,3,0,0,0,0
117,74,5,82,8,1,3,0,0,0,0
4217,62,21,66,13,3,3,0,0,0,0
760,84,19,89,12,3,3,0,0,0,0
3701,77,6,64,5,5,3,1,0,0,0
4218,67,13,63,9,5,3,1,0,0,0
761,54,46,81,4,5,3,0,0,0,0
3702,77,9,70,8,5,3,0,0,0,0
330,36,532,77,13,5,4,0,0,0,0
326,66,368,78,39,3,4,0,0,1,0
2411,65,24,73,5,5,1,0,0,1,0
2919,68,74,85,10,5,4,0,0,1,0
327,73,310,78,34,5,4,1,0,0,0
2916,77,31,76,32,5,1,0,0,0,0
1483,73,12,77,8,3,1,1,0,1,0
315,60,20,57,13,5,1,0,0,1,0
