game_id,mean_user,vol_user,mean_critic,vol_critic,ESRB_rating,genre,weekend_release,major_studio,multiplayers,vol_mods
2123,58,79,62,9,5,4,0,0,1,0
680,78,104,75,21,5,3,0,0,1,0
1903,60,72,69,10,5,2,1,0,1,0
159,56,5,74,13,5,2,0,0,0,0
1545,75,14,67,14,5,1,0,0,0,0
1544,79,129,72,25,5,1,0,0,1,0
1088,70,37,75,4,4,2,0,1,0,0
1127,53,222,59,12,5,1,0,1,0,0
1412,55,7851,84,38,4,4,0,1,1,0
3048,52,1650,79,32,4,1,0,1,0,0
3952,89,690,80,28,4,2,0,1,1,0
1422,77,205,82,17,4,4,0,1,0,0
1125,84,2272,85,44,4,1,1,1,0,0
3935,84,197,86,34,4,4,0,1,0,0
1409,55,95,68,24,4,4,0,1,0,0
1414,67,222,79,15,4,4,0,1,0,0
1418,86,3236,84,39,4,1,0,1,1,0
3931,89,1313,89,30,3,4,0,1,1,0
2962,60,27,77,14,5,1,1,1,0,0
3930,83,111,85,21,3,4,0,1,0,0
3937,28,12,80,5,5,5,0,1,0,0
1419,63,188,70,11,4,4,0,1,0,0
1410,78,101,79,23,4,4,0,1,0,0
1423,59,70,63,4,3,3,1,1,1,0
3207,34,132,29,11,4,1,0,1,0,0
1413,48,137,67,17,4,4,0,1,0,0
4640,67,894,86,40,4,1,1,1,1,0
3932,83,84,80,16,3,4,0,1,0,0
1406,79,3789,91,48,4,4,0,1,1,0
4642,76,422,76,30,4,1,0,1,1,0
3945,57,334,74,6,4,4,0,1,1,0
1089,87,156,80,15,4,2,0,1,0,0
3303,87,32,71,15,3,5,1,1,0,0
1415,53,108,74,12,5,4,0,1,0,0
1087,71,146,81,24,4,2,0,1,1,0
1130,48,18,69,11,4,1,0,1,1,0
1244,68,12,70,16,1,5,0,1,0,0
2960,80,893,82,38,4,1,1,1,1,0
1421,70,150,57,6,4,4,0,1,0,0
3939,64,110,77,32,4,4,0,1,0,0
2905,74,82,64,25,3,1,0,1,0,0
563,60,554,70,38,3,1,0,1,0,0
2329,70,7,71,14,3,3,1,1,0,0
3942,82,9842,94,32,4,4,0,1,1,0
1416,51,49,78,27,5,4,0,1,1,0
3609,40,38,56,25,2,5,0,1,0,0
1085,84,3726,91,29,4,2,0,1,1,0
3944,79,338,83,6,4,4,0,1,0,0
3940,51,29,83,12,4,4,0,1,0,0
3941,85,430,80,4,4,4,0,1,0,0
1937,66,132,61,21,4,2,0,1,0,0
3951,61,839,68,18,4,2,0,1,1,0
3936,56,91,80,17,5,5,0,1,1,0
3943,69,277,66,10,4,4,0,1,0,0
4641,82,1854,81,23,4,1,0,1,1,0
1090,83,219,80,21,4,2,0,1,0,0
3938,58,2431,71,64,4,4,1,1,1,0
1407,53,99,65,16,4,4,0,1,0,0
3946,65,31,81,11,4,4,0,1,1,0
1411,68,97,78,15,4,4,0,1,0,0
1408,72,111,81,18,4,4,0,1,0,0
1086,67,683,86,40,4,2,0,1,1,0
3933,74,102,81,12,4,4,0,1,0,0
2908,51,24,49,12,3,2,0,1,0,0
1420,67,136,66,12,4,4,0,1,0,0
1417,13,78,50,5,4,4,0,1,0,0
4634,82,29,47,4,5,1,1,0,1,0
1959,75,46,87,21,5,2,0,0,1,0
114,67,18,39,7,3,1,0,0,0,0
1167,78,4,75,5,1,1,0,0,0,0
2586,85,8,82,4,2,5,0,0,0,0
4090,63,6,69,8,5,2,0,0,0,0
3466,65,67,63,25,5,1,1,0,0,0
1898,71,36,65,19,1,1,0,0,0,0
3116,57,18,45,27,5,1,0,0,0,0
2809,70,15,68,13,3,2,0,0,0,0
4692,69,16,70,4,1,5,1,0,1,0
4691,53,26,66,9,1,5,1,0,1,0
3390,73,109,65,19,3,2,1,0,1,0
4690,60,40,65,8,1,5,0,0,0,0
4415,46,9,68,7,1,5,0,0,0,0
1852,66,13,60,5,5,2,0,0,1,0
4418,76,33,76,4,5,5,0,0,0,0
1148,76,99,77,7,5,1,0,0,0,0
1147,56,35,66,4,5,1,0,0,0,0
225,82,108,82,7,1,2,1,0,0,0
75,41,22,49,6,5,3,1,0,0,0
3806,76,13,90,6,5,1,1,0,1,0
2231,57,53,63,11,5,2,0,0,0,0
1653,87,82,76,7,1,1,0,0,0,0
2022,66,15,56,7,4,5,0,0,0,0
1663,78,164,77,21,1,1,0,0,0,0
3204,76,14,68,10,3,1,0,0,0,0
1664,80,43,84,5,5,1,0,0,1,0
4026,58,41,59,16,3,2,0,0,0,0
469,89,619,86,9,5,1,1,0,1,722
4256,74,97,75,30,5,2,0,0,0,0
2762,64,16,77,9,5,1,0,0,1,0
1211,50,6,67,8,5,1,1,0,0,0
2825,65,8,76,4,5,1,0,0,1,0
3203,78,6,66,6,5,3,1,0,1,0
436,72,129,62,35,5,2,0,0,0,0
4228,50,180,88,10,5,2,0,0,0,0
292,71,103,75,7,3,3,1,0,1,0
3028,73,22,81,30,5,5,0,0,1,8
4741,56,15,69,4,5,1,0,0,0,0
578,67,14,68,10,1,3,1,0,0,0
1815,60,54,82,9,5,3,0,0,0,0
4552,91,1190,92,40,3,3,0,0,0,0
1053,90,717,87,21,4,1,0,0,0,0
4654,73,736,88,62,3,4,0,0,0,0
1816,65,75,78,12,5,3,0,0,0,0
4657,60,1163,87,49,3,4,0,0,1,0
1825,54,103,85,8,5,3,0,0,0,0
1056,50,117,76,23,4,1,0,0,0,0
4653,56,1003,90,53,3,4,0,0,1,0
3649,77,82,85,30,5,3,0,0,0,0
4656,80,846,91,46,3,4,0,0,1,0
3645,79,1395,86,68,3,3,0,0,0,0
1051,87,935,94,12,4,1,0,0,0,0
3646,83,904,88,62,3,3,0,0,0,0
3647,72,50,73,14,5,3,0,0,0,0
1823,49,29,74,6,5,3,0,0,0,0
1052,88,1168,88,34,4,1,0,0,0,0
4651,73,2376,93,57,3,4,0,0,1,0
2826,67,4976,91,64,3,1,0,0,0,0
4553,90,820,88,23,3,3,0,0,0,0
1824,41,127,84,8,5,3,0,0,0,0
1820,43,13,79,4,5,3,0,0,0,0
3644,91,918,88,15,3,3,0,0,0,0
1822,58,57,85,6,5,3,0,0,0,0
3648,82,3191,93,82,3,3,0,0,0,0
4652,58,180,84,9,3,4,0,0,1,0
1818,61,1807,88,42,3,3,0,0,0,0
4658,76,1009,91,47,3,4,0,0,1,0
1055,66,1519,87,75,4,1,0,0,0,0
1817,62,102,84,10,5,3,0,0,0,0
4655,49,1249,82,42,3,4,0,0,1,0
1054,41,9419,88,86,4,1,0,0,0,0
1819,44,22,84,5,5,3,0,0,0,0
1821,44,32,79,8,5,3,0,0,0,0
1871,65,1228,86,57,3,1,0,0,0,0
2166,76,256,72,46,5,2,0,0,1,0
594,79,9,67,7,5,2,0,0,1,0
2664,77,58,77,7,5,3,0,0,0,0
367,74,9,70,11,3,3,0,0,0,0
3478,61,253,65,30,3,2,0,0,0,0
627,79,60,83,18,5,3,0,0,0,0
626,76,32,80,5,5,3,0,0,0,0
3476,76,27,83,6,4,1,0,0,1,0
222,42,15,48,6,5,3,0,0,0,0
4413,64,18,50,16,5,3,1,0,0,0
2933,46,1169,86,46,3,1,0,0,0,0
2084,79,9,79,13,5,2,0,0,1,0
164,60,15,63,8,5,2,1,0,0,0
241,70,18,74,6,5,5,0,0,0,0
3809,67,28,70,10,3,5,1,0,0,0
243,75,604,77,38,4,1,1,0,0,0
246,57,33,47,5,5,3,0,0,0,0
3810,77,10,62,7,5,5,0,0,0,2642
1267,73,4,46,11,3,1,1,0,0,0
4632,81,18,62,8,3,5,0,0,1,0
3099,86,1290,81,22,4,1,0,0,0,0
4417,37,21,30,7,5,1,1,0,0,0
2325,84,21,74,21,5,2,0,0,1,0
3711,73,161,66,40,5,1,0,0,0,0
3710,70,32,66,11,5,1,0,0,0,0
1946,46,49,60,25,2,5,0,0,0,0
3774,59,238,71,18,5,5,1,0,0,0
862,78,168,87,45,3,1,0,0,0,3840
1571,24,29,27,8,5,3,0,0,0,0
1874,57,11,47,7,5,1,1,0,0,0
4430,70,7,67,5,5,1,0,0,1,0
4421,48,9,67,8,5,1,0,0,1,0
135,59,15,63,4,1,5,0,0,0,0
2053,77,31,71,15,2,2,0,0,0,0
2302,78,8,73,4,5,2,0,0,0,0
1528,73,14,72,7,5,3,1,0,0,0
3832,83,8,58,6,5,1,0,0,0,0
4001,88,64,82,8,3,2,0,0,0,0
195,62,109,75,10,1,1,0,0,0,0
2756,63,16,76,9,1,2,0,0,1,0
3316,71,10,58,8,5,1,0,0,0,4
2863,90,4,73,6,5,5,1,0,1,0
3898,61,14,71,13,3,2,0,0,0,0
1094,65,6,71,5,2,1,0,0,1,0
1026,64,16,61,14,3,5,1,0,0,0
4400,84,80,84,39,3,2,0,0,0,0
931,82,11,68,6,5,2,0,0,0,0
579,78,25,84,5,3,2,0,0,1,0
2934,74,16,75,4,5,2,0,0,1,0
2587,90,64,88,12,4,3,0,0,0,0
2589,87,75,91,9,4,3,1,0,0,0
833,82,39,78,10,5,1,0,0,1,0
1342,46,47,69,12,5,5,0,0,0,0
4204,59,67,68,21,5,2,0,0,0,0
143,68,168,52,27,4,1,0,0,0,0
1296,57,106,52,13,4,1,0,0,0,0
1011,76,14,72,14,5,2,0,0,1,0
3136,67,18,70,12,5,1,0,0,0,2
3501,82,39,75,7,5,3,0,0,0,0
3799,57,16,56,18,5,2,0,0,1,0
1648,65,22,53,8,5,3,1,0,0,0
925,53,70,57,22,3,1,0,1,1,0
3126,70,382,77,12,4,2,0,1,0,0
1061,84,41,59,9,4,2,0,1,0,0
3125,39,203,48,8,4,2,1,1,0,0
1046,85,391,78,21,4,2,0,1,1,0
454,68,84,86,15,4,1,0,1,1,0
3705,31,483,74,33,3,1,0,1,0,0
3703,75,11,79,5,3,5,0,1,1,0
2529,52,169,88,27,3,1,0,1,0,0
453,65,98,69,22,4,2,0,1,0,0
3131,73,19,73,4,4,2,0,1,0,0
2753,76,136,92,10,3,2,0,1,1,0
3128,71,79,73,8,4,2,0,1,0,0
3707,63,138,79,8,3,1,1,1,0,0
969,55,342,70,44,4,2,1,1,0,0
3706,81,51,71,11,5,1,0,1,0,0
3117,82,91,68,22,4,2,0,1,1,0
2372,50,48,69,12,3,1,0,1,1,0
3124,83,290,82,29,4,2,0,1,1,0
3708,75,104,78,10,2,2,0,1,1,0
968,55,53,66,10,4,2,0,1,0,0
2284,74,40,70,7,3,1,0,1,0,0
967,65,219,78,17,4,2,0,1,0,0
3188,67,9,63,7,3,3,0,1,0,0
2282,62,216,61,17,3,1,0,1,0,0
1111,68,1787,85,22,4,2,0,1,1,0
3108,74,1049,65,26,4,2,0,1,0,0
1047,86,128,72,11,4,2,0,1,1,0
3757,78,154,84,11,3,1,0,1,0,0
3129,76,26,76,4,4,2,0,1,0,0
3704,79,372,91,23,3,1,0,1,0,0
659,71,37,37,6,3,2,0,1,0,0
2547,56,8,65,9,1,5,0,1,0,0
3127,69,172,74,14,4,2,0,1,0,0
1526,44,7,65,13,1,1,0,1,1,0
2431,70,7,73,7,2,5,0,1,1,0
2430,75,41,85,7,1,5,0,1,1,0
3122,60,953,69,18,4,2,1,1,0,0
1216,67,33,80,9,3,1,0,1,0,0
3120,81,300,79,33,4,2,0,1,1,0
1092,76,163,66,6,1,1,0,1,0,0
4452,21,79,36,15,4,1,0,1,1,0
3121,72,682,86,30,4,2,0,1,0,0
2281,63,89,63,15,3,1,1,1,0,0
1162,81,452,81,62,4,1,1,1,1,0
3130,74,27,78,5,4,2,0,1,0,0
3926,61,7,78,8,2,5,0,1,0,0
4451,70,90,82,4,3,1,1,1,0,0
3118,85,149,71,8,4,2,0,1,0,0
3123,77,805,83,17,4,2,0,1,1,0
2283,72,343,66,23,3,1,0,1,0,0
3758,65,42,80,9,5,1,0,0,1,0
2063,76,23,71,9,5,3,1,0,0,0
2088,66,160,91,7,5,2,0,0,0,0
2089,62,41,90,8,5,2,0,0,0,0
2086,75,111,81,28,5,2,0,0,0,0
2087,81,45,82,7,5,2,1,0,0,0
673,72,10,73,7,5,4,0,0,1,0
2489,68,84,75,18,5,1,0,0,0,0
1557,78,33,60,6,5,1,0,0,0,0
658,70,31,62,13,5,1,1,0,0,0
3089,87,159,82,12,5,5,1,0,0,0
3202,79,620,85,43,5,1,0,0,0,0
1597,73,25,85,8,5,1,0,0,1,0
3341,72,25,50,12,3,2,0,0,0,0
4439,77,36,67,20,3,3,0,0,0,0
4438,60,55,67,23,3,3,0,0,0,0
422,80,5,56,4,5,1,1,0,0,0
45,58,5,74,14,5,1,0,0,1,0
3698,83,4,77,6,5,3,1,0,0,0
674,48,13,85,9,5,5,0,0,1,0
4581,25,48,55,15,5,3,0,0,1,0
3857,46,43,61,23,4,5,0,0,1,0
186,79,100,62,5,5,2,0,0,0,0
1779,61,17,69,13,5,3,0,0,0,0
3183,82,259,77,12,5,1,1,0,0,0
3643,72,374,81,21,2,2,1,0,1,5542
3650,86,706,89,30,2,4,1,0,1,0
941,79,131,84,46,1,3,0,0,0,0
3543,89,269,84,30,3,4,0,0,0,0
1999,80,86,64,5,5,4,0,0,0,0
1756,50,13,69,4,5,1,0,0,0,0
3579,76,38,70,6,5,5,0,0,0,0
424,23,21,22,5,1,3,1,0,0,0
684,56,12,62,12,2,2,0,0,0,0
3493,55,287,55,23,4,1,0,0,0,0
3495,61,171,59,17,4,1,0,0,1,0
2273,69,622,73,36,4,1,0,0,1,0
256,59,7,57,14,3,2,0,0,0,0
733,49,9,32,6,4,1,0,0,0,0
3486,36,20,36,7,4,1,0,0,0,0
3494,58,349,52,24,4,1,0,0,0,0
1554,59,9,66,5,5,1,0,0,0,0
3376,66,25,41,5,2,3,0,0,0,0
2171,75,15,80,8,5,1,0,0,0,0
3358,71,53,61,21,5,2,0,0,0,0
3965,85,6,79,4,5,2,0,0,1,0
3966,76,8,86,4,5,2,0,0,0,0
3411,64,7,85,6,5,1,0,0,1,0
3927,84,43,75,13,5,2,0,0,0,0
2922,60,6,66,4,5,1,0,0,1,0
1034,78,62,83,18,4,2,0,0,1,0
559,85,8,71,7,5,5,1,1,0,0
1379,71,115,80,15,1,5,0,1,0,0
1721,58,583,80,17,1,5,0,1,0,0
2318,63,13,58,22,3,3,0,1,0,0
892,43,80,41,17,4,1,1,1,0,0
2467,37,11,58,8,2,5,0,1,1,0
1384,75,78,89,13,1,5,0,1,0,0
4420,45,38,39,18,3,1,0,1,0,0
2824,81,172,79,32,3,2,0,1,1,0
173,35,10,39,5,1,1,0,1,0,0
4353,63,25,69,10,1,5,0,1,0,0
1722,63,269,78,35,1,5,0,1,0,0
1382,38,75,61,13,1,5,1,1,0,0
1069,82,379,89,22,3,5,0,1,0,0
1381,48,66,61,20,1,5,1,1,0,0
16,82,22,69,14,1,5,0,1,0,0
2823,23,36,24,6,5,1,0,1,0,0
1385,75,11,82,5,5,5,1,1,0,632
3507,86,49,77,45,3,3,0,1,0,0
1917,38,30,51,8,2,3,0,1,0,0
1068,73,99,84,20,1,5,0,1,0,0
2356,18,4,56,9,1,5,0,1,0,0
2776,89,53,77,13,4,1,0,1,0,0
2774,49,547,76,29,4,1,0,1,0,0
1377,66,101,84,15,1,5,0,1,0,0
1388,54,51,62,8,1,5,0,1,0,0
748,73,49,87,6,5,5,1,1,0,0
4271,81,35,81,15,3,5,0,1,0,0
2773,88,147,85,21,4,1,0,1,0,0
1595,68,94,67,16,1,5,0,1,0,0
234,57,25,42,15,3,4,0,1,1,0
2976,84,14,64,12,3,1,0,1,0,0
2822,80,247,81,27,3,2,0,1,1,0
1986,77,7,72,9,1,5,0,1,0,0
488,86,114,75,17,4,2,0,1,0,0
4272,79,60,84,16,2,5,0,1,0,0
1961,85,63,64,22,4,2,0,1,0,0
1378,71,83,83,10,1,5,0,1,0,0
1072,87,342,86,33,1,5,0,1,0,3511
2466,83,13,57,21,1,5,0,1,0,0
3144,57,32,56,23,3,4,0,1,1,0
719,75,234,63,25,4,2,0,1,0,0
2996,74,16,74,15,3,5,0,1,0,0
750,74,61,83,11,1,5,0,1,0,0
1070,70,475,86,23,3,5,0,1,0,0
3171,74,61,59,19,4,1,0,1,0,0
749,85,76,83,14,1,5,0,1,0,0
3308,74,29,73,19,3,2,1,1,0,0
1071,59,80,78,15,3,5,0,1,1,0
267,67,21,66,4,5,5,0,1,0,0
1073,57,182,72,11,2,5,0,1,0,0
1383,79,54,86,12,1,5,1,1,0,0
1720,79,488,87,25,1,5,0,1,0,0
2775,49,105,67,25,4,1,0,1,0,0
2884,78,33,77,39,1,3,0,1,0,0
1380,64,139,77,18,1,5,0,1,0,0
4197,58,5,63,15,5,3,0,0,1,0
3285,76,377,77,28,3,1,0,0,0,0
1676,66,893,62,39,4,2,0,0,1,171
3286,67,231,70,22,5,1,1,0,0,0
790,72,9,76,5,5,3,0,0,1,0
4160,74,56,63,12,5,2,1,0,0,0
2740,75,51,74,11,5,2,0,0,1,0
1193,77,52,82,14,5,3,0,0,1,0
4454,65,26,67,9,5,2,0,0,1,0
1787,75,105,72,5,5,1,0,0,0,81
1723,84,591,83,29,5,1,0,0,0,0
1673,84,16,79,13,4,1,0,0,0,0
371,84,18,71,10,3,3,0,0,0,0
370,86,64,82,16,3,3,0,0,0,0
1574,79,79,90,27,3,1,1,0,0,0
1762,76,16,80,9,4,1,1,0,1,0
1761,76,29,74,19,3,1,0,0,0,0
2769,56,56,39,4,5,2,1,0,0,0
3678,49,78,55,4,5,1,1,0,0,0
1972,72,18,70,12,5,1,0,0,1,0
4753,73,30,55,10,5,1,0,0,0,0
123,66,14,75,9,5,1,0,0,1,0
590,75,10,70,4,4,1,0,0,1,0
2557,68,26,72,16,1,1,0,0,0,0
4554,43,392,62,17,3,1,0,0,0,0
3250,67,559,61,27,4,2,1,0,0,0
4607,21,14,49,6,5,2,0,0,0,0
1934,74,29,70,21,5,2,1,0,1,0
3672,62,9,77,9,5,1,0,0,1,0
1932,76,12,79,8,5,1,0,0,1,0
4151,49,15,70,25,5,1,0,0,1,0
4014,65,16,62,12,5,2,0,0,0,0
531,71,14,75,8,2,5,0,0,1,0
3483,33,6,68,15,5,2,0,0,1,0
3671,82,65,80,10,5,1,0,0,1,0
2728,72,6,68,5,1,3,0,0,0,0
2757,67,28,78,12,1,5,0,0,0,0
2732,78,131,76,31,5,2,0,0,1,0
57,78,104,72,13,5,2,0,0,0,0
1734,79,15,55,8,5,1,0,0,1,0
3991,60,7,78,5,5,2,1,0,1,0
2828,77,219,88,47,2,2,0,0,1,0
3024,67,27,72,31,2,5,0,0,0,0
1240,84,20,79,5,5,1,0,0,0,0
1241,72,31,69,10,3,1,0,0,0,0
2077,48,27,48,4,3,1,0,0,0,0
959,51,36,45,7,5,2,0,0,0,0
2965,45,34,39,6,5,1,0,0,0,0
4633,49,7,22,4,1,5,0,0,0,0
10,48,12,63,6,5,2,0,0,0,0
1106,83,18,72,4,4,1,1,0,0,0
3067,68,56,57,30,5,2,0,0,0,0
3436,74,76,75,29,5,2,0,0,1,0
1015,81,341,74,33,5,2,0,0,0,0
4485,68,36,69,26,5,3,0,0,1,0
1016,70,78,76,29,5,2,0,0,1,0
617,77,70,80,15,5,1,1,0,1,0
836,65,20,71,11,5,1,0,0,1,835
1902,62,15,66,4,5,5,0,0,1,0
2566,68,13,68,14,5,1,0,0,1,0
3470,54,27,63,24,5,2,0,0,1,0
2056,69,41,65,19,5,5,0,0,0,0
996,63,11,60,6,5,2,1,0,1,0
1690,80,192,80,34,5,2,0,0,0,0
14,63,36,58,24,5,2,0,0,0,0
4051,75,85,75,45,5,2,0,0,0,0
78,66,19,69,18,5,2,0,0,1,0
4016,72,27,68,25,5,2,0,0,1,0
3348,84,243,85,40,5,3,0,0,1,0
1253,81,74,75,19,5,2,0,0,0,0
3404,72,10,59,9,5,1,0,0,1,0
660,83,189,78,31,3,2,0,0,1,0
479,72,245,68,48,5,3,0,0,0,0
2438,82,133,79,43,5,2,0,0,0,0
203,69,43,74,15,5,2,0,0,0,0
2085,78,36,78,20,4,2,0,0,1,0
1687,48,24,50,19,5,2,1,0,0,0
2941,74,217,86,29,5,5,0,0,1,0
932,73,8,83,6,5,1,0,0,1,0
1941,60,145,64,18,4,2,0,0,0,0
3186,75,26,71,16,5,5,0,0,1,0
1549,76,178,65,16,3,1,0,0,0,0
4694,78,5,75,4,5,1,0,0,0,0
1882,60,5,58,12,3,3,0,0,0,0
169,79,10,50,15,1,3,1,0,0,0
815,72,121,44,7,5,1,1,0,1,379
3875,75,271,76,35,5,2,0,0,1,0
1361,49,14,78,4,5,2,1,0,1,0
1767,45,47,70,8,3,2,0,0,0,0
1901,71,14,69,4,5,3,0,0,1,0
1636,64,50,49,19,5,2,0,0,0,0
3343,85,17,70,10,5,1,0,0,0,377
4148,69,213,72,33,4,1,0,0,1,0
2935,66,15,63,5,1,2,1,0,1,0
3254,54,68,61,15,3,1,0,0,0,0
3261,74,1631,86,45,4,2,0,0,0,215
2096,64,92,71,8,4,2,1,0,0,0
3310,61,20,67,14,5,2,0,0,0,0
3179,57,851,65,49,4,1,0,0,0,0
2462,81,257,76,5,4,1,0,0,0,0
2278,79,33,77,24,3,2,1,0,0,0
963,60,454,61,35,4,1,0,0,0,0
2106,66,7,54,8,5,1,0,0,0,0
2591,77,50,69,13,2,5,0,0,1,0
107,54,90,68,22,4,2,0,0,1,0
3260,61,133,66,24,4,2,0,0,0,0
2463,81,262,84,28,4,1,0,0,0,0
4711,32,1302,33,24,3,5,1,0,0,375
2461,69,43,60,7,4,1,0,0,0,0
2485,36,174,52,18,2,1,0,0,0,0
1905,38,341,54,48,4,1,0,0,0,0
3153,12,538,16,9,4,2,0,0,0,0
3917,77,125,75,24,5,2,1,0,0,0
4596,73,1183,81,65,4,4,1,0,0,0
3309,69,20,64,14,3,2,0,0,0,0
1275,56,16,54,6,5,3,0,0,0,0
2017,67,93,55,20,3,3,1,0,0,0
2459,83,666,90,5,4,1,0,0,1,0
1306,35,69,52,23,4,2,0,0,0,0
2279,58,12,58,5,5,2,1,0,1,0
2975,60,35,47,16,3,2,0,0,0,0
962,58,37,70,8,4,5,0,0,0,0
3253,15,512,57,47,4,1,0,0,0,0
2460,86,2736,82,71,4,1,0,0,0,0
3178,57,772,69,51,4,4,0,0,0,0
3177,81,734,77,32,4,1,1,0,1,0
961,69,1470,80,24,4,2,0,0,0,0
1788,78,182,78,28,3,4,0,0,1,0
1789,70,29,80,27,5,5,0,0,1,0
2130,67,6,68,10,5,1,0,0,1,0
2766,86,65,81,7,5,1,0,0,1,0
2158,81,8,67,6,5,4,1,0,1,0
314,50,5,52,7,5,2,0,0,1,0
2569,80,22,86,6,5,1,0,0,1,0
992,79,7,78,10,5,1,0,0,1,0
2890,75,17,64,10,5,1,1,0,1,0
2575,78,10,76,4,5,2,0,0,1,0
2576,82,17,83,6,5,2,0,0,1,0
900,84,12,80,9,5,1,0,0,1,0
734,50,5,53,4,5,1,0,0,0,0
1249,81,8,77,7,5,4,1,0,1,0
1119,8,5,62,4,5,5,0,0,0,0
4213,67,33,69,6,5,5,1,0,0,0
56,72,95,81,15,5,1,0,0,0,0
1189,67,17,66,6,5,1,0,0,0,993
1260,60,11,65,14,5,2,0,0,0,0
2136,61,16,58,4,5,2,0,0,0,0
211,83,563,82,50,5,5,0,0,0,0
1811,46,636,43,48,5,1,0,0,1,0
2025,78,30,50,5,5,1,0,0,1,0
4154,77,46,82,17,5,2,0,1,0,0
1683,64,133,64,45,5,2,0,1,0,0
3350,82,438,78,61,5,1,0,1,1,0
3332,81,154,76,20,4,1,0,1,0,0
3331,81,225,68,35,4,1,0,1,0,0
4263,56,125,74,46,5,1,0,1,0,0
3226,74,103,75,41,5,1,0,1,1,0
1302,77,184,84,26,3,1,0,1,0,0
4152,67,13,74,27,2,1,0,1,1,0
1837,77,7,72,12,5,1,0,1,0,0
3222,80,45,70,39,5,3,0,1,1,0
3349,81,717,73,50,5,1,0,1,0,0
850,63,24,70,26,3,2,0,1,1,0
167,72,79,73,26,5,2,0,1,1,0
1949,82,12,71,6,5,1,0,1,0,0
1202,64,21,73,8,5,5,0,1,0,0
1186,74,46,80,28,5,2,0,1,1,0
3337,77,7,76,12,5,1,0,1,1,31
1002,81,18,63,15,5,3,0,1,0,0
60,60,75,75,41,5,1,0,1,1,0
1562,59,29,69,9,2,1,0,1,0,0
3697,53,34,64,39,5,1,0,1,1,0
2758,54,29,82,16,5,5,0,1,0,0
1136,65,103,81,20,5,1,0,1,1,0
3106,78,9,81,13,5,5,0,1,1,0
3105,75,40,77,10,5,5,0,1,1,0
4072,79,51,81,43,5,2,0,1,0,0
1921,86,1276,85,51,4,2,0,1,0,0
1650,75,30,68,15,5,5,0,1,1,0
38,79,14,60,10,5,1,0,1,0,0
2761,64,8,55,6,5,1,0,1,1,0
2294,68,90,80,45,1,1,0,1,0,0
2507,72,25,79,21,5,2,0,1,1,0
4153,85,562,85,57,2,2,0,1,0,73
564,80,236,83,32,4,1,0,1,0,0
2754,83,12,69,9,5,2,0,1,1,0
3329,82,619,72,53,5,1,0,1,0,0
1922,75,507,74,67,4,2,0,1,0,0
2727,68,45,75,57,5,1,0,1,1,0
2542,69,88,70,42,5,1,0,1,0,0
3335,64,31,64,11,5,1,0,1,0,0
3693,67,35,81,21,5,2,0,1,0,0
3330,75,36,66,21,5,1,0,1,0,0
3475,85,20,74,10,5,1,0,0,0,0
3474,52,36,40,18,5,1,0,0,1,0
15,77,65,80,24,4,2,0,0,1,0
500,73,9,83,9,3,1,0,0,1,0
2226,73,12,73,4,5,5,0,0,1,0
4233,56,18,77,8,5,2,1,0,1,0
4501,80,15,70,6,5,1,0,0,0,0
1017,80,111,65,7,5,1,0,0,1,0
2437,66,8,58,19,5,2,0,0,0,0
2573,80,13,74,5,5,5,0,0,1,0
3783,56,242,61,39,3,4,0,0,0,0
4555,83,1234,71,11,4,1,0,0,0,0
1168,64,93,55,9,5,2,0,0,0,0
435,58,32,56,23,4,1,0,0,0,0
1120,45,4,50,12,1,2,1,0,0,0
1163,36,7,23,6,3,2,0,0,0,0
3469,77,43,73,6,5,5,0,0,0,0
1960,67,7,56,6,5,4,0,0,0,0
321,46,18,49,8,5,1,1,0,0,0
3591,58,9,65,6,5,2,0,0,1,0
1018,51,12,48,5,5,2,0,0,0,0
3027,78,9,72,5,5,2,0,0,0,197
3849,83,16,83,4,5,1,0,0,0,0
629,69,22,63,9,3,2,0,0,0,0
4615,52,19,75,39,5,5,0,0,1,0
2257,87,95,78,7,4,1,0,0,1,0
2504,80,60,77,8,5,3,0,0,1,0
665,60,24,72,23,5,2,0,0,1,0
4449,70,10,72,4,1,3,0,0,0,0
4447,82,5,68,9,1,1,1,0,0,0
3580,82,129,79,18,2,5,0,0,1,0
1606,90,12,61,4,2,1,0,0,0,0
637,50,12,65,4,2,5,0,0,0,0
4448,59,7,77,5,1,3,1,0,0,0
4401,60,25,57,11,3,2,0,0,0,0
4383,75,13,73,11,1,3,0,0,0,0
3014,69,34,80,18,1,5,0,0,0,0
2208,69,27,73,11,2,2,0,0,0,0
2906,66,29,57,7,3,2,0,0,0,0
1093,66,13,73,7,2,1,0,0,1,0
2907,74,22,60,7,2,4,0,0,1,0
2764,71,17,61,19,3,1,1,0,0,0
3020,76,34,79,9,1,5,0,0,0,0
1115,64,14,73,4,5,1,0,0,0,0
3087,79,96,75,28,3,2,0,0,1,0
2914,76,23,73,7,2,1,0,0,1,0
3747,81,9,76,5,5,2,0,0,1,0
1593,67,9,83,4,5,3,1,0,0,0
2913,73,25,72,8,1,3,0,0,0,0
565,70,97,76,19,2,2,0,0,0,0
2394,60,82,73,28,3,3,0,0,1,0
576,78,424,80,17,4,2,0,0,0,0
3549,31,51,49,4,5,5,0,0,0,0
567,64,140,73,34,5,2,0,0,0,0
